#pid	gene_ids	eids	pathfinders	sif_edges
'p6088'	'APP'|'PRL'|'PTPN11'|'STAT1'	'edge4784'|'edge1761'|'edge5802'	'protein_path'	APP u PRL|PRL d PTPN11|PTPN11 d STAT1
'p6089'	'APP'|'TBXA2R'|'GNB2L1'|'STAT1'	'edge5375'|'edge5619'|'edge3128'	'protein_path'	APP u TBXA2R|TBXA2R u GNB2L1|GNB2L1 u STAT1
'p6090'	'ISG15'|'HSPB1'|'STAT2'|'STAT1'	'edge3238'|'edge4964'|'edge1544'	'protein_path'	ISG15 u HSPB1|HSPB1 u STAT2|STAT2 d STAT1
'p6091'	'APP'|'HSP90AA1'|'JAK2'|'STAT1'	'edge1963'|'edge2162'|'edge1462'	'protein_path'	APP u HSP90AA1|HSP90AA1 u JAK2|JAK2 d STAT1
'p6092'	'ISG15'|'PRDX5'|'CKS2'|'MOK'	'edge1766'|'edge4570'|'edge2222'	'protein_path'	ISG15 u PRDX5|PRDX5 u CKS2|CKS2 u MOK
'p6093'	'APP'|'NOTCH1'|'EP300'|'IRF7'	'edge1965'|'edge170'|'edge1818'	'protein_path'	APP u NOTCH1|NOTCH1 d EP300|EP300 u IRF7
'p6094'	'FGFR3'|'CDC37'|'CSNK2A2'|'NMI'	'edge2892'|'edge912'|'edge268'	'merlin_path'	FGFR3 u CDC37|CDC37 d CSNK2A2|CSNK2A2 d NMI
'p6095'	'FGFR3'|'VEGFA'|'CREBBP'|'STAT1'	'edge4819'|'edge3433'|'edge2828'	'merlin_path'	FGFR3 d VEGFA|VEGFA u CREBBP|CREBBP d STAT1
'p6096'	'APP'|'DAB2'|'FYN'|'STAT1'	'edge377'|'edge2216'|'edge5190'	'protein_path'	APP u DAB2|DAB2 u FYN|FYN d STAT1
'p6097'	'APP'|'FOS'|'NCOA1'|'TRIM21'	'edge1549'|'edge3580'|'edge2816'	'protein_path'	APP u FOS|FOS u NCOA1|NCOA1 u TRIM21
'p6098'	'APP'|'ANXA1'|'IGF1'|'STAT1'	'edge5230'|'edge4729'|'edge5213'	'protein_path'	APP u ANXA1|ANXA1 u IGF1|IGF1 d STAT1
'p6099'	'APP'|'NEDD8'|'SKP1'|'TRIM21'	'edge3797'|'edge4310'|'edge965'	'protein_path'	APP u NEDD8|NEDD8 u SKP1|SKP1 u TRIM21
'p6100'	'APP'|'HSPA4'|'FANCC'|'STAT1'	'edge850'|'edge1281'|'edge4985'	'protein_path'	APP u HSPA4|HSPA4 u FANCC|FANCC u STAT1
'p6101'	'FGFR3'|'VEGFA'|'NFKB1'|'STAT1'	'edge4819'|'edge3610'|'edge5790'	'merlin_path'	FGFR3 d VEGFA|VEGFA d NFKB1|NFKB1 u STAT1
'p6102'	'MAGED2'|'SPRTN'|'PSMC2'|'TRIM5'	'edge913'|'edge4079'|'edge4998'	'protein_path'	MAGED2 u SPRTN|SPRTN u PSMC2|PSMC2 u TRIM5
'p6103'	'ISG15'|'RER1'|'OASL'|'IRF7'	'edge329'|'edge2698'|'edge2196'	'protein_path'	ISG15 u RER1|RER1 u OASL|OASL u IRF7
'p6104'	'APP'|'GSK3B'|'MYC'|'TRIM21'	'edge4726'|'edge1320'|'edge2124'	'protein_path'	APP u GSK3B|GSK3B d MYC|MYC u TRIM21
'p6105'	'FGFR3'|'SOCS3'|'PTK2'|'STAT1'	'edge2252'|'edge95'|'edge2137'	'merlin_path'	FGFR3 u SOCS3|SOCS3 u PTK2|PTK2 u STAT1
'p6106'	'FGFR3'|'PIK3CB'|'PTK2B'|'STAT1'	'edge5324'|'edge1203'|'edge3941'	'merlin_path'	FGFR3 u PIK3CB|PIK3CB u PTK2B|PTK2B u STAT1
'p6107'	'APP'|'HSPA8'|'MYC'|'TRIM21'	'edge1229'|'edge3288'|'edge2124'	'protein_path'	APP u HSPA8|HSPA8 u MYC|MYC u TRIM21
'p6108'	'ISG15'|'HLA-A'|'IRF1'|'IRF7'	'edge350'|'edge3921'|'edge131'	'protein_path'	ISG15 u HLA-A|HLA-A u IRF1|IRF1 u IRF7
'p6109'	'THBS1'|'ELAVL1'|'TUBA3D'|'NMI'	'edge5365'|'edge400'|'edge4660'	'protein_path'	THBS1 u ELAVL1|ELAVL1 u TUBA3D|TUBA3D u NMI
'p6110'	'APP'|'ACTN4'|'PDLIM2'|'STAT1'	'edge2243'|'edge220'|'edge5165'	'protein_path'	APP d ACTN4|ACTN4 u PDLIM2|PDLIM2 u STAT1
'p6111'	'APP'|'CYSLTR2'|'PTAFR'|'IRF7'	'edge3112'|'edge118'|'edge763'	'protein_path'	APP u CYSLTR2|CYSLTR2 u PTAFR|PTAFR u IRF7
'p6112'	'ISG15'|'HSPA4'|'STAT3'|'STAT1'	'edge5751'|'edge5555'|'edge4887'	'protein_path'	ISG15 u HSPA4|HSPA4 u STAT3|STAT3 d STAT1
'p6113'	'ISG15'|'CTNNB1'|'ACTA1'|'NMI'	'edge4789'|'edge1479'|'edge1575'	'protein_path'	ISG15 u CTNNB1|CTNNB1 u ACTA1|ACTA1 u NMI
'p6114'	'ISG15'|'ADAR'|'OAS2'|'IRF7'	'edge2553'|'edge5132'|'edge2886'	'protein_path'	ISG15 u ADAR|ADAR u OAS2|OAS2 u IRF7
'p6115'	'ISG15'|'IRF8'|'IFIT3'|'IRF7'	'edge2714'|'edge5097'|'edge455'	'protein_path'	ISG15 u IRF8|IRF8 u IFIT3|IFIT3 u IRF7
'p6116'	'APP'|'SNCA'|'TUBA3C'|'NMI'	'edge4432'|'edge3868'|'edge117'	'protein_path'	APP u SNCA|SNCA u TUBA3C|TUBA3C u NMI
'p6117'	'APP'|'GRB2'|'YES1'|'STAT1'	'edge558'|'edge3579'|'edge1123'	'protein_path'	APP u GRB2|GRB2 u YES1|YES1 d STAT1
'p6118'	'ISG15'|'IRF1'|'IFNA21'|'IRF7'	'edge4241'|'edge5181'|'edge4156'	'protein_path'	ISG15 u IRF1|IRF1 d IFNA21|IFNA21 d IRF7
'p6119'	'ISG15'|'IRF3'|'EWSR1'|'TRIM5'	'edge496'|'edge2524'|'edge4438'	'protein_path'	ISG15 d IRF3|IRF3 u EWSR1|EWSR1 u TRIM5
'p6120'	'APP'|'SNCA'|'PRL'|'STAT1'	'edge4432'|'edge1047'|'edge85'	'protein_path'	APP u SNCA|SNCA u PRL|PRL d STAT1
'p6121'	'FGFR3'|'GRB2'|'IRF5'|'STAT1'	'edge5887'|'edge1922'|'edge3807'	'merlin_path'	FGFR3 u GRB2|GRB2 u IRF5|IRF5 u STAT1
'p6122'	'ISG15'|'PPM1B'|'IKBKG'|'TRIM5'	'edge3861'|'edge5625'|'edge339'	'protein_path'	ISG15 d PPM1B|PPM1B u IKBKG|IKBKG u TRIM5
'p6123'	'ISG15'|'XAF1'|'IFI6'|'IRF7'	'edge3334'|'edge1724'|'edge947'	'protein_path'	ISG15 u XAF1|XAF1 u IFI6|IFI6 u IRF7
'p6124'	'ISG15'|'OASL'|'IFI30'|'IRF7'	'edge1788'|'edge2738'|'edge5882'	'protein_path'	ISG15 u OASL|OASL u IFI30|IFI30 u IRF7
'p6125'	'ISG15'|'IRF4'|'GBP2'|'IRF7'	'edge2819'|'edge1978'|'edge830'	'protein_path'	ISG15 u IRF4|IRF4 u GBP2|GBP2 u IRF7
'p6126'	'THBS1'|'ITGA4'|'HIST2H3C'|'STAT1'	'edge5579'|'edge1718'|'edge5021'	'protein_path'	THBS1 u ITGA4|ITGA4 u HIST2H3C|HIST2H3C u STAT1
'p6127'	'APP'|'AGTR1'|'PTAFR'|'IRF7'	'edge238'|'edge218'|'edge763'	'protein_path'	APP u AGTR1|AGTR1 u PTAFR|PTAFR u IRF7
'p6128'	'FGFR3'|'FGF10'|'HRAS'|'STAT1'	'edge311'|'edge4306'|'edge5865'	'merlin_path'	FGFR3 u FGF10|FGF10 d HRAS|HRAS d STAT1
'p6129'	'FGFR3'|'NCAM1'|'IFI30'|'IRF7'	'edge4446'|'edge3523'|'edge5882'	'merlin_path'	FGFR3 u NCAM1|NCAM1 u IFI30|IFI30 u IRF7
'p6130'	'APP'|'NMUR2'|'PTAFR'|'IRF7'	'edge2321'|'edge1799'|'edge763'	'protein_path'	APP u NMUR2|NMUR2 u PTAFR|PTAFR u IRF7
'p6131'	'THBS1'|'MMP2'|'MAPK13'|'FGFR3'	'edge4425'|'edge5522'|'edge4912'	'protein_path'	THBS1 u MMP2|MMP2 d MAPK13|MAPK13 u FGFR3
'p6132'	'ISG15'|'SEH1L'|'CDC5L'|'TRIM21'	'edge3109'|'edge422'|'edge1597'	'protein_path'	ISG15 u SEH1L|SEH1L u CDC5L|CDC5L u TRIM21
'p6133'	'THBS1'|'SCARB2'|'AGT'|'STAT1'	'edge3887'|'edge5707'|'edge224'	'protein_path'	THBS1 u SCARB2|SCARB2 u AGT|AGT d STAT1
'p6134'	'ISG15'|'OAS1'|'NCAM1'|'IRF7'	'edge3392'|'edge2231'|'edge2228'	'protein_path'	ISG15 u OAS1|OAS1 u NCAM1|NCAM1 u IRF7
'p6135'	'ISG15'|'XRN1'|'MYC'|'NMI'	'edge5293'|'edge2142'|'edge3110'	'protein_path'	ISG15 u XRN1|XRN1 u MYC|MYC u NMI
'p6136'	'ISG15'|'ACOT8'|'MYC'|'TRIM21'	'edge3567'|'edge4103'|'edge2124'	'protein_path'	ISG15 u ACOT8|ACOT8 u MYC|MYC u TRIM21
'p6137'	'APP'|'LRP2'|'AGT'|'STAT1'	'edge2070'|'edge519'|'edge224'	'protein_path'	APP u LRP2|LRP2 u AGT|AGT d STAT1
'p6138'	'ISG15'|'MSN'|'FADD'|'IRF7'	'edge5066'|'edge978'|'edge5690'	'protein_path'	ISG15 u MSN|MSN u FADD|FADD u IRF7
'p6139'	'ISG15'|'MX2'|'IRF2'|'IRF7'	'edge2085'|'edge2268'|'edge1082'	'protein_path'	ISG15 u MX2|MX2 u IRF2|IRF2 u IRF7
'p6140'	'ISG15'|'HLA-B'|'GBP1'|'IRF7'	'edge247'|'edge1461'|'edge353'	'protein_path'	ISG15 u HLA-B|HLA-B u GBP1|GBP1 u IRF7
'p6141'	'COLGALT1'|'KNCN'|'CDK2'|'MOK'	'edge5068'|'edge1993'|'edge2963'	'protein_path'	COLGALT1 u KNCN|KNCN u CDK2|CDK2 u MOK
'p6142'	'THBS1'|'TGFB1'|'CCND1'|'FGFR3'	'edge4931'|'edge2539'|'edge708'	'protein_path'	THBS1 u TGFB1|TGFB1 d CCND1|CCND1 d FGFR3
'p6143'	'APP'|'NGFR'|'MYCN'|'NMI'	'edge2247'|'edge1911'|'edge2979'	'protein_path'	APP u NGFR|NGFR u MYCN|MYCN u NMI
'p6144'	'APP'|'CD74'|'HLA-DRB5'|'IRF7'	'edge581'|'edge3619'|'edge4362'	'protein_path'	APP u CD74|CD74 d HLA-DRB5|HLA-DRB5 u IRF7
'p6145'	'ISG15'|'IRF2'|'HLA-DRB5'|'IRF7'	'edge5759'|'edge5227'|'edge4362'	'protein_path'	ISG15 u IRF2|IRF2 u HLA-DRB5|HLA-DRB5 u IRF7
'p6146'	'ISG15'|'IRF4'|'ADAR'|'IRF7'	'edge2819'|'edge886'|'edge2595'	'protein_path'	ISG15 u IRF4|IRF4 u ADAR|ADAR u IRF7
'p6147'	'ISG15'|'EGR1'|'IRF7'	'edge5772'|'edge597'	'protein_path'	ISG15 u EGR1|EGR1 u IRF7
'p6148'	'ISG15'|'POLR1B'|'SIRT1'|'STAT1'	'edge354'|'edge5197'|'edge3835'	'protein_path'	ISG15 u POLR1B|POLR1B u SIRT1|SIRT1 u STAT1
'p6149'	'THBS1'|'FYN'|'RHOA'|'MOK'	'edge4804'|'edge1022'|'edge3722'	'protein_path'	THBS1 u FYN|FYN u RHOA|RHOA u MOK
'p6150'	'FGFR3'|'SOCS3'|'TRAF6'|'IRF7'	'edge2252'|'edge5574'|'edge5092'	'merlin_path'	FGFR3 u SOCS3|SOCS3 u TRAF6|TRAF6 d IRF7
'p6151'	'ISG15'|'HSPA4'|'CDC37L1'|'MOK'	'edge5751'|'edge3144'|'edge4686'	'protein_path'	ISG15 u HSPA4|HSPA4 u CDC37L1|CDC37L1 u MOK
'p6152'	'ISG15'|'IRF2'|'OAS1'|'IRF7'	'edge5759'|'edge5315'|'edge1406'	'protein_path'	ISG15 u IRF2|IRF2 u OAS1|OAS1 u IRF7
'p6153'	'ISG15'|'IP6K2'|'OASL'|'IRF7'	'edge2617'|'edge1654'|'edge2196'	'protein_path'	ISG15 u IP6K2|IP6K2 u OASL|OASL u IRF7
'p6154'	'ISG15'|'IRF4'|'RNASEL'|'IRF7'	'edge2819'|'edge1070'|'edge5668'	'protein_path'	ISG15 u IRF4|IRF4 u RNASEL|RNASEL u IRF7
'p6155'	'APP'|'EGF'|'RXRA'|'STAT1'	'edge4702'|'edge4072'|'edge3793'	'protein_path'	APP d EGF|EGF d RXRA|RXRA u STAT1
'p6156'	'ISG15'|'UBA1'|'UBE2H'|'TRIM5'	'edge4069'|'edge2633'|'edge1630'	'protein_path'	ISG15 u UBA1|UBA1 u UBE2H|UBE2H u TRIM5
'p6157'	'ISG15'|'HSPA4'|'CUL1'|'TRIM21'	'edge5751'|'edge3469'|'edge1110'	'protein_path'	ISG15 u HSPA4|HSPA4 u CUL1|CUL1 u TRIM21
'p6158'	'APP'|'MAST1'|'EGFR'|'STAT1'	'edge1593'|'edge469'|'edge2906'	'protein_path'	APP u MAST1|MAST1 u EGFR|EGFR d STAT1
'p6159'	'ISG15'|'UBA1'|'MYC'|'TRIM21'	'edge4069'|'edge4696'|'edge2124'	'protein_path'	ISG15 u UBA1|UBA1 u MYC|MYC u TRIM21
'p6160'	'APP'|'CCK'|'PTAFR'|'IRF7'	'edge1933'|'edge386'|'edge763'	'protein_path'	APP u CCK|CCK u PTAFR|PTAFR u IRF7
'p6161'	'ISG15'|'IRF1'|'HLA-DRB1'|'IRF7'	'edge4241'|'edge3446'|'edge404'	'protein_path'	ISG15 u IRF1|IRF1 u HLA-DRB1|HLA-DRB1 u IRF7
'p6162'	'ISG15'|'IRF9'|'PML'|'IRF7'	'edge1084'|'edge31'|'edge2564'	'protein_path'	ISG15 u IRF9|IRF9 u PML|PML u IRF7
'p6163'	'APP'|'HSP90AA1'|'GNAI2'|'MOK'	'edge1963'|'edge4130'|'edge211'	'protein_path'	APP u HSP90AA1|HSP90AA1 u GNAI2|GNAI2 u MOK
'p6164'	'ISG15'|'ADAR'|'IRF5'|'STAT1'	'edge2553'|'edge5301'|'edge3807'	'protein_path'	ISG15 u ADAR|ADAR u IRF5|IRF5 u STAT1
'p6165'	'ISG15'|'RNASEL'|'IFI6'|'IRF7'	'edge2863'|'edge1243'|'edge947'	'protein_path'	ISG15 u RNASEL|RNASEL u IFI6|IFI6 u IRF7
'p6166'	'ISG15'|'UBE2D3'|'CUL1'|'TRIM21'	'edge2744'|'edge212'|'edge1110'	'protein_path'	ISG15 u UBE2D3|UBE2D3 u CUL1|CUL1 u TRIM21
'p6167'	'THBS1'|'FN1'|'HSPA4'|'STAT1'	'edge2696'|'edge992'|'edge2372'	'protein_path'	THBS1 u FN1|FN1 d HSPA4|HSPA4 u STAT1
'p6168'	'ISG15'|'EGR1'|'IRF2'|'STAT1'	'edge5772'|'edge4045'|'edge2683'	'protein_path'	ISG15 u EGR1|EGR1 u IRF2|IRF2 u STAT1
'p6169'	'APP'|'FN1'|'YWHAZ'|'TRIM21'	'edge3831'|'edge522'|'edge2772'	'protein_path'	APP d FN1|FN1 u YWHAZ|YWHAZ u TRIM21
'p6170'	'ISG15'|'IRF2'|'STAT5B'|'NMI'	'edge5759'|'edge4367'|'edge3377'	'protein_path'	ISG15 u IRF2|IRF2 u STAT5B|STAT5B u NMI
'p6171'	'ISG15'|'RNASEL'|'IRF9'|'IRF7'	'edge2863'|'edge3117'|'edge2067'	'protein_path'	ISG15 u RNASEL|RNASEL u IRF9|IRF9 u IRF7
'p6172'	'ISG15'|'IP6K2'|'MX1'|'IRF7'	'edge2617'|'edge1518'|'edge1241'	'protein_path'	ISG15 u IP6K2|IP6K2 u MX1|MX1 u IRF7
'p6173'	'APP'|'CHRM1'|'GRP'|'NMI'	'edge4529'|'edge4269'|'edge2977'	'protein_path'	APP u CHRM1|CHRM1 u GRP|GRP u NMI
'p6174'	'APP'|'HTR2C'|'JAK1'|'STAT1'	'edge5146'|'edge1450'|'edge76'	'protein_path'	APP u HTR2C|HTR2C u JAK1|JAK1 d STAT1
'p6175'	'APP'|'CDC37'|'AKT1'|'STAT1'	'edge385'|'edge207'|'edge2741'	'protein_path'	APP u CDC37|CDC37 u AKT1|AKT1 d STAT1
'p6176'	'APP'|'HSPD1'|'IFNA2'|'IRF7'	'edge5540'|'edge74'|'edge1230'	'protein_path'	APP u HSPD1|HSPD1 d IFNA2|IFNA2 d IRF7
'p6177'	'APP'|'YWHAG'|'MTOR'|'STAT1'	'edge246'|'edge793'|'edge3087'	'protein_path'	APP u YWHAG|YWHAG u MTOR|MTOR d STAT1
'p6178'	'ISG15'|'IRF5'|'CD44'|'IRF7'	'edge1376'|'edge1131'|'edge3909'	'protein_path'	ISG15 u IRF5|IRF5 u CD44|CD44 u IRF7
'p6179'	'FGFR3'|'FGF2'|'MAPK14'|'STAT1'	'edge197'|'edge5562'|'edge514'	'merlin_path'	FGFR3 u FGF2|FGF2 d MAPK14|MAPK14 d STAT1
'p6180'	'APP'|'MAPRE1'|'VCAM1'|'IRF7'	'edge2620'|'edge5339'|'edge4068'	'protein_path'	APP u MAPRE1|MAPRE1 u VCAM1|VCAM1 u IRF7
'p6181'	'APP'|'HSP90AA1'|'CDC37L1'|'MOK'	'edge1963'|'edge3852'|'edge4686'	'protein_path'	APP u HSP90AA1|HSP90AA1 u CDC37L1|CDC37L1 u MOK
'p6182'	'ISG15'|'IFIT1'|'IFI6'|'IRF7'	'edge1589'|'edge4439'|'edge947'	'protein_path'	ISG15 d IFIT1|IFIT1 u IFI6|IFI6 u IRF7
'p6183'	'APP'|'LRP2'|'LEP'|'STAT1'	'edge2070'|'edge4422'|'edge4856'	'protein_path'	APP u LRP2|LRP2 u LEP|LEP d STAT1
'p6184'	'ISG15'|'MAPK3'|'GNB2L1'|'STAT1'	'edge4519'|'edge3219'|'edge3128'	'protein_path'	ISG15 d MAPK3|MAPK3 u GNB2L1|GNB2L1 u STAT1
'p6185'	'ISG15'|'OASL'|'HLA-A'|'IRF7'	'edge1788'|'edge4625'|'edge5'	'protein_path'	ISG15 u OASL|OASL u HLA-A|HLA-A u IRF7
'p6186'	'APP'|'MAPK1'|'KRAS'|'STAT1'	'edge2168'|'edge32'|'edge3432'	'protein_path'	APP u MAPK1|MAPK1 u KRAS|KRAS d STAT1
'p6187'	'ISG15'|'ISG20'|'IRF5'|'IRF7'	'edge5615'|'edge5105'|'edge3980'	'protein_path'	ISG15 u ISG20|ISG20 u IRF5|IRF5 u IRF7
'p6188'	'ISG15'|'UBE2D3'|'SMURF1'|'STAT1'	'edge2744'|'edge4004'|'edge5262'	'protein_path'	ISG15 u UBE2D3|UBE2D3 u SMURF1|SMURF1 u STAT1
'p6189'	'APP'|'OPN4'|'HDAC4'|'STAT1'	'edge4847'|'edge3984'|'edge5450'	'protein_path'	APP u OPN4|OPN4 d HDAC4|HDAC4 u STAT1
'p6190'	'ISG15'|'HSPA8'|'HLA-DRB5'|'IRF7'	'edge5529'|'edge3512'|'edge4362'	'protein_path'	ISG15 u HSPA8|HSPA8 u HLA-DRB5|HLA-DRB5 u IRF7
'p6191'	'ISG15'|'OAS1'|'GBP1'|'IRF7'	'edge3392'|'edge4203'|'edge353'	'protein_path'	ISG15 u OAS1|OAS1 u GBP1|GBP1 u IRF7
'p6192'	'APP'|'MED4'|'EP300'|'STAT1'	'edge5374'|'edge3672'|'edge5373'	'protein_path'	APP u MED4|MED4 d EP300|EP300 u STAT1
'p6193'	'FGFR3'|'HSPA4'|'RELA'|'STAT1'	'edge3228'|'edge3682'|'edge1420'	'merlin_path'	FGFR3 u HSPA4|HSPA4 u RELA|RELA u STAT1
'p6194'	'APP'|'YWHAG'|'CDC5L'|'TRIM21'	'edge246'|'edge3354'|'edge1597'	'protein_path'	APP u YWHAG|YWHAG u CDC5L|CDC5L u TRIM21
'p6195'	'MAGED2'|'TP53'|'MYC'|'TRIM21'	'edge756'|'edge4801'|'edge2124'	'protein_path'	MAGED2 u TP53|TP53 u MYC|MYC u TRIM21
'p6196'	'APP'|'COPS5'|'CDC5L'|'TRIM21'	'edge4078'|'edge1690'|'edge1597'	'protein_path'	APP u COPS5|COPS5 u CDC5L|CDC5L u TRIM21
'p6197'	'APP'|'HSPA8'|'FANCC'|'STAT1'	'edge1229'|'edge234'|'edge4985'	'protein_path'	APP u HSPA8|HSPA8 u FANCC|FANCC u STAT1
'p6198'	'ISG15'|'EIF4A3'|'YWHAG'|'TRIM21'	'edge3962'|'edge4386'|'edge1754'	'protein_path'	ISG15 d EIF4A3|EIF4A3 u YWHAG|YWHAG u TRIM21
'p6199'	'FGFR3'|'HS2ST1'|'MAPK3'|'STAT1'	'edge4681'|'edge2958'|'edge2939'	'merlin_path'	FGFR3 u HS2ST1|HS2ST1 u MAPK3|MAPK3 d STAT1
'p6200'	'APP'|'PTAFR'|'TYK2'|'STAT1'	'edge5057'|'edge3934'|'edge5272'	'protein_path'	APP u PTAFR|PTAFR u TYK2|TYK2 d STAT1
'p6201'	'APP'|'NMU'|'GRP'|'NMI'	'edge2614'|'edge1596'|'edge2977'	'protein_path'	APP u NMU|NMU u GRP|GRP u NMI
'p6202'	'THBS1'|'SDC4'|'GIPC1'|'NMI'	'edge4573'|'edge535'|'edge3628'	'protein_path'	THBS1 u SDC4|SDC4 u GIPC1|GIPC1 u NMI
'p6203'	'APP'|'HSP90AA1'|'CUL1'|'TRIM21'	'edge1963'|'edge5463'|'edge1110'	'protein_path'	APP u HSP90AA1|HSP90AA1 u CUL1|CUL1 u TRIM21
'p6204'	'APP'|'NEDD8'|'TP53'|'NUPR1'	'edge3797'|'edge4106'|'edge2866'	'protein_path'	APP u NEDD8|NEDD8 u TP53|TP53 d NUPR1
'p6205'	'FGFR3'|'HSP90AA1'|'HSPA4'|'STAT1'	'edge157'|'edge2937'|'edge2372'	'merlin_path'	FGFR3 u HSP90AA1|HSP90AA1 d HSPA4|HSPA4 u STAT1
'p6206'	'ISG15'|'HLA-B'|'ICAM1'|'IRF7'	'edge247'|'edge2884'|'edge375'	'protein_path'	ISG15 u HLA-B|HLA-B u ICAM1|ICAM1 u IRF7
'p6207'	'THBS1'|'FYN'|'CBL'|'TRIM21'	'edge4804'|'edge4852'|'edge604'	'protein_path'	THBS1 u FYN|FYN d CBL|CBL u TRIM21
'p6208'	'APP'|'GSK3B'|'NFKB1'|'STAT1'	'edge4726'|'edge3501'|'edge5790'	'protein_path'	APP u GSK3B|GSK3B d NFKB1|NFKB1 u STAT1
'p6209'	'APP'|'GSK3B'|'SMAD3'|'IRF7'	'edge4726'|'edge2756'|'edge2358'	'protein_path'	APP u GSK3B|GSK3B u SMAD3|SMAD3 u IRF7
'p6210'	'FGFR3'|'MAPK14'|'CREBBP'|'IRF7'	'edge3518'|'edge5283'|'edge3336'	'merlin_path'	FGFR3 u MAPK14|MAPK14 u CREBBP|CREBBP u IRF7
'p6211'	'FGFR3'|'HSP90AB1'|'TP53'|'STAT1'	'edge4927'|'edge1076'|'edge1346'	'merlin_path'	FGFR3 u HSP90AB1|HSP90AB1 u TP53|TP53 u STAT1
'p6212'	'ISG15'|'OAS2'|'EGR1'|'IRF7'	'edge2000'|'edge1277'|'edge597'	'protein_path'	ISG15 u OAS2|OAS2 u EGR1|EGR1 u IRF7
'p6213'	'FGFR3'|'CDC37'|'TBK1'|'IRF7'	'edge2892'|'edge5794'|'edge5573'	'merlin_path'	FGFR3 u CDC37|CDC37 u TBK1|TBK1 d IRF7
'p6214'	'APP'|'GRB10'|'CRK'|'STAT1'	'edge4977'|'edge3783'|'edge1943'	'protein_path'	APP u GRB10|GRB10 u CRK|CRK u STAT1
'p6215'	'ISG15'|'HLA-A'|'NCAM1'|'FGFR3'	'edge350'|'edge4300'|'edge4446'	'protein_path'	ISG15 u HLA-A|HLA-A u NCAM1|NCAM1 u FGFR3
'p6216'	'FGFR3'|'CCND1'|'ATF3'|'STAT1'	'edge3792'|'edge5274'|'edge4730'	'merlin_path'	FGFR3 d CCND1|CCND1 d ATF3|ATF3 u STAT1
'p6217'	'ISG15'|'HSPA8'|'IRAK1'|'IRF7'	'edge5529'|'edge3191'|'edge2746'	'protein_path'	ISG15 u HSPA8|HSPA8 u IRAK1|IRAK1 d IRF7
'p6218'	'COLGALT1'|'ELAVL1'|'PIAS4'|'STAT1'	'edge5760'|'edge5782'|'edge161'	'protein_path'	COLGALT1 u ELAVL1|ELAVL1 u PIAS4|PIAS4 u STAT1
'p6219'	'APP'|'CDK5'|'HDAC4'|'STAT1'	'edge2501'|'edge3761'|'edge5450'	'protein_path'	APP u CDK5|CDK5 u HDAC4|HDAC4 u STAT1
'p6220'	'ISG15'|'HSPD1'|'HDAC1'|'TRIM21'	'edge2259'|'edge5640'|'edge5731'	'protein_path'	ISG15 u HSPD1|HSPD1 u HDAC1|HDAC1 u TRIM21
'p6221'	'ISG15'|'IFI6'|'IRF1'|'IRF7'	'edge759'|'edge1552'|'edge131'	'protein_path'	ISG15 u IFI6|IFI6 u IRF1|IRF1 u IRF7
'p6222'	'ISG15'|'OAS2'|'IRF3'|'IRF7'	'edge2000'|'edge292'|'edge2873'	'protein_path'	ISG15 u OAS2|OAS2 u IRF3|IRF3 d IRF7
'p6223'	'FGFR3'|'STAT3'|'IRF5'|'STAT1'	'edge2835'|'edge1166'|'edge3807'	'merlin_path'	FGFR3 d STAT3|STAT3 u IRF5|IRF5 u STAT1
'p6224'	'APP'|'NGFR'|'TRAF5'|'IRF7'	'edge2247'|'edge5572'|'edge5514'	'protein_path'	APP u NGFR|NGFR u TRAF5|TRAF5 u IRF7
'p6225'	'APP'|'YWHAZ'|'HSPA1B'|'FGFR3'	'edge5655'|'edge4610'|'edge5082'	'protein_path'	APP u YWHAZ|YWHAZ u HSPA1B|HSPA1B u FGFR3
'p6226'	'APP'|'CCR5'|'JAK2'|'STAT1'	'edge262'|'edge732'|'edge1462'	'protein_path'	APP u CCR5|CCR5 u JAK2|JAK2 d STAT1
'p6227'	'THBS1'|'PDGFB'|'YES1'|'STAT1'	'edge2007'|'edge5568'|'edge1123'	'protein_path'	THBS1 u PDGFB|PDGFB u YES1|YES1 d STAT1
'p6228'	'FGFR3'|'GRB2'|'EGFR'|'STAT1'	'edge5887'|'edge1983'|'edge2906'	'merlin_path'	FGFR3 u GRB2|GRB2 u EGFR|EGFR d STAT1
'p6229'	'ISG15'|'PCNA'|'CDK2'|'MOK'	'edge5878'|'edge1388'|'edge2963'	'protein_path'	ISG15 u PCNA|PCNA u CDK2|CDK2 u MOK
'p6230'	'THBS1'|'FYN'|'FCGR2A'|'TRIM21'	'edge4804'|'edge40'|'edge5637'	'protein_path'	THBS1 u FYN|FYN d FCGR2A|FCGR2A u TRIM21
'p6231'	'ISG15'|'ISG20'|'IRF8'|'IRF7'	'edge5615'|'edge167'|'edge5225'	'protein_path'	ISG15 u ISG20|ISG20 u IRF8|IRF8 u IRF7
'p6232'	'ISG15'|'HSPB1'|'MYC'|'NMI'	'edge3238'|'edge3124'|'edge3110'	'protein_path'	ISG15 u HSPB1|HSPB1 u MYC|MYC u NMI
'p6233'	'THBS1'|'MMP2'|'MAPK11'|'FGFR3'	'edge4425'|'edge2396'|'edge1798'	'protein_path'	THBS1 u MMP2|MMP2 d MAPK11|MAPK11 u FGFR3
